3.486032832201600077e-04 3.486032832201599535e-04 1.130772499999999894e-03
-3.486032832201599535e-04 3.486032832201600077e-04 1.130772499999999894e-03
-3.486032832201600620e-04 -3.486032832201599535e-04 1.130772499999999894e-03
3.486032832201599535e-04 -3.486032832201600620e-04 1.130772499999999894e-03
8.494599198144273155e-04 3.518578194794975684e-04 8.223799999999999426e-04
3.518578194794976769e-04 8.494599198144273155e-04 8.223799999999999426e-04
-3.518578194794974058e-04 8.494599198144274239e-04 8.223799999999999426e-04
-8.494599198144273155e-04 3.518578194794977311e-04 8.223799999999999426e-04
-8.494599198144275323e-04 -3.518578194794971348e-04 8.223799999999999426e-04
-3.518578194794981105e-04 -8.494599198144270986e-04 8.223799999999999426e-04
3.518578194794977853e-04 -8.494599198144270986e-04 8.223799999999999426e-04
8.494599198144267733e-04 -3.518578194794989779e-04 8.223799999999999426e-04
1.163020949424385967e-03 0.000000000000000000e+00 4.111899999999999713e-04
8.223800000000001595e-04 8.223799999999999426e-04 4.111899999999999713e-04
7.121449415269449931e-20 1.163020949424385967e-03 4.111899999999999713e-04
-8.223799999999999426e-04 8.223800000000001595e-04 4.111899999999999713e-04
-1.163020949424385967e-03 1.424289883053889986e-19 4.111899999999999713e-04
-8.223800000000004847e-04 -8.223799999999995090e-04 4.111899999999999713e-04
-2.136434824580834979e-19 -1.163020949424385967e-03 4.111899999999999713e-04
8.223799999999998342e-04 -8.223800000000002679e-04 4.111899999999999713e-04
1.139670074919948029e-03 4.720668016626038024e-04 0.000000000000000000e+00
4.720668016626038566e-04 1.139670074919948029e-03 0.000000000000000000e+00
-4.720668016626034772e-04 1.139670074919948246e-03 0.000000000000000000e+00
-1.139670074919948029e-03 4.720668016626039650e-04 0.000000000000000000e+00
-1.139670074919948246e-03 -4.720668016626031519e-04 0.000000000000000000e+00
-4.720668016626045072e-04 -1.139670074919947812e-03 0.000000000000000000e+00
4.720668016626040735e-04 -1.139670074919947812e-03 0.000000000000000000e+00
1.139670074919947379e-03 -4.720668016626055914e-04 0.000000000000000000e+00
1.163020949424385967e-03 0.000000000000000000e+00 -4.111899999999999713e-04
8.223800000000001595e-04 8.223799999999999426e-04 -4.111899999999999713e-04
7.121449415269449931e-20 1.163020949424385967e-03 -4.111899999999999713e-04
-8.223799999999999426e-04 8.223800000000001595e-04 -4.111899999999999713e-04
-1.163020949424385967e-03 1.424289883053889986e-19 -4.111899999999999713e-04
-8.223800000000004847e-04 -8.223799999999995090e-04 -4.111899999999999713e-04
-2.136434824580834979e-19 -1.163020949424385967e-03 -4.111899999999999713e-04
8.223799999999998342e-04 -8.223800000000002679e-04 -4.111899999999999713e-04
8.494599198144273155e-04 3.518578194794975684e-04 -8.223799999999999426e-04
3.518578194794976769e-04 8.494599198144273155e-04 -8.223799999999999426e-04
-3.518578194794974058e-04 8.494599198144274239e-04 -8.223799999999999426e-04
-8.494599198144273155e-04 3.518578194794977311e-04 -8.223799999999999426e-04
-8.494599198144275323e-04 -3.518578194794971348e-04 -8.223799999999999426e-04
-3.518578194794981105e-04 -8.494599198144270986e-04 -8.223799999999999426e-04
3.518578194794977853e-04 -8.494599198144270986e-04 -8.223799999999999426e-04
8.494599198144267733e-04 -3.518578194794989779e-04 -8.223799999999999426e-04
3.486032832201600077e-04 3.486032832201599535e-04 -1.130772499999999894e-03
-3.486032832201599535e-04 3.486032832201600077e-04 -1.130772499999999894e-03
-3.486032832201600620e-04 -3.486032832201599535e-04 -1.130772499999999894e-03
3.486032832201599535e-04 -3.486032832201600620e-04 -1.130772499999999894e-03
